,link,date,topic,src
42,https://www.hindustantimes.com/cricket/world-xi-v-asia-xi-matches-postponed-amid-coronavirus-fears-report/story-1bwxs1ua0OeZXlWjmRnozM.html,"Mar 12, 2020 ",sports,HT
43,https://www.hindustantimes.com/cricket/india-vs-south-africa-big-challenge-for-virat-kohli-headlines-top-three-player-battles/story-Fvo2yDGi8E6SPKZyzCbRwL.html,"Mar 12, 2020 ",sports,HT
44,https://www.hindustantimes.com/cricket/coronavirus-outbreak-bcci-releases-do-s-and-don-ts-for-players-staff-ahead-of-south-africa-odis/story-wPDBMIpD19PIHTvjTK3A2O.html,"Mar 12, 2020 ",sports,HT
45,https://www.hindustantimes.com/cricket/bangladesh-confirm-cricket-dates-despite-coronavirus/story-FfmL7l32zYrSJrxibv2uKI.html,"Mar 12, 2020 ",sports,HT
46,https://www.hindustantimes.com/cricket/psl-matches-in-karachi-to-go-ahead-as-per-schedule-pcb/story-7I5zcB8jfopBKQKwhgKuIO.html,"Mar 12, 2020 ",sports,HT
47,https://www.hindustantimes.com/cricket/bangladesh-vs-zimbabwe-2nd-t20i-in-dhaka-live-cricket-score-and-updates/story-PWXJCkuchyqjq6wAUYNMgL.html,"Mar 12, 2020 ",sports,HT
48,https://www.hindustantimes.com/cricket/india-vs-south-africa-team-india-unbelievable-but-we-are-confident-quinton-de-kock/story-WsO0YOflxFyIV1fqNOWZ6N.html,"Mar 12, 2020 ",sports,HT
49,https://www.hindustantimes.com/cricket/india-vs-south-africa-in-full-ammo-team-india-sweat-it-hard-in-nets-ahead-of-dharamsala-odi/story-TMj85VQYWnCjvTSyvsmuXP.html,"Mar 12, 2020 ",sports,HT
50,https://liveupdates.hindustantimes.com/india/coronavirus-india-world-latest-news-covid-19-death-toll-march-12-2020-21583970909950.html,"Mar 12, 2020 ",sports,HT
51,https://www.hindustantimes.com/india-news/up-govt-s-name-and-shame-hoardings-not-backed-by-law-remarks-sc-at-hearing-challenging-high-court-verdict/story-UHanyUt37aAIjJ5TFkUw5I.html,"Mar 12, 2020 ",sports,HT
52,https://www.hindustantimes.com/india-news/amit-shah-welcomes-jyotiraditya-scindia-his-induction-will-strengthen-bjp-s-resolve/story-NzMQEQvP9KTJaubHtFX33O.html,"Mar 12, 2020 ",sports,HT
53,https://www.hindustantimes.com/tech/hotstar-rolls-back-disney-for-indian-users-in-less-than-24-hours/story-726iX8g3eJTCVw7F6nW4OK.html,"Mar 12, 2020 ",sports,HT
54,https://www.hindustantimes.com/more-lifestyle/a-motorcycle-made-in-india-gives-the-best-bang-for-your-biking-buck/story-bw3si8FLXHA54HzHEzoZaM.html,"Mar 12, 2020 ",sports,HT
55,https://www.hindustantimes.com/india-news/trace-track-and-test-how-south-korean-plan-is-helping-kerala-tackle-coronavirus/story-UkbEEgDC9UGeEWAkr0faUJ.html,"Mar 12, 2020 ",sports,HT
