,link,date,topic
739,http://www.fakingnews.com/politics/5-ministries-that-snooped-on-rahul-gandhi-and-their-reasons-7650,"16, Mar 2015",politics
740,http://www.fakingnews.com/politics/aap-leader-claims-he-will-release-a-sting-operation-against-kejriwal-in-3d-7630,"12, Mar 2015",politics
741,http://www.fakingnews.com/politics/leaked-letter-shows-that-someone-in-congress-wanted-the-party-to-merge-with-aap-7627,"12, Mar 2015",politics
742,http://www.fakingnews.com/politics/we-allied-with-pdp-to-reduce-virulent-nationalism-bjp-7616,"11, Mar 2015",politics
743,http://www.fakingnews.com/politics/rti-activist-files-rti-to-find-whereabouts-of-rti-discoverer-rahul-gandhi-7599,"09, Mar 2015",politics
780,http://www.fakingnews.com/politics/opposition-demands-parliamentary-resolution-condemning-archie-comics-for-killing-archie-5874,"20, Jul 2014",politics
781,http://www.fakingnews.com/politics/amit-shah-to-move-to-10-janpath-his-new-official-residence-5848,"16, Jul 2014",politics
782,http://www.fakingnews.com/politics/while-asleep-in-parliament-rahul-gandhi-dreams-of-congress-being-in-majority-will-sleep-daily-5794,"10, Jul 2014",politics
783,http://www.fakingnews.com/politics/students-no-longer-sleeping-in-class-after-rahul-gandhis-sleeping-video-goes-viral-5792,"10, Jul 2014",politics
784,http://www.fakingnews.com/politics/brazil-requests-rahul-gandhi-to-teach-them-how-to-smile-when-things-are-totally-screwed-up-5784,"09, Jul 2014",politics
785,http://www.fakingnews.com/politics/ncp-demands-more-seats-from-congress-to-lose-in-maharashtra-assembly-elections-5635,"17, Jun 2014",politics
786,http://www.fakingnews.com/politics/mamata-govt-exempts-people-wearing-blue-jeans-and-white-shirt-from-following-traffic-rules-5587,"10, Jun 2014",politics
787,http://www.fakingnews.com/politics/mani-shankar-aiyar-asks-rahul-gandhi-to-wash-his-hands-after-modi-clasped-them-5585,"10, Jun 2014",politics
788,http://www.fakingnews.com/politics/congress-asks-tharoor-to-blame-his-nephew-for-the-article-praising-modi-5559,"06, Jun 2014",politics
789,http://www.fakingnews.com/politics/babulal-gaur-awarded-honorary-doctorate-by-sp-school-of-sociology-5557,"06, Jun 2014",politics
790,http://www.fakingnews.com/politics/man-starts-quit-aap-in-7-days-course-after-another-senior-leader-quits-party-5543,"05, Jun 2014",politics
791,http://www.fakingnews.com/politics/rape-survivors-request-up-govt-to-show-same-sympathy-as-they-show-towards-rapists-5535,"04, Jun 2014",politics
792,http://www.fakingnews.com/politics/after-being-attacked-by-shiv-sainiks-buses-in-pune-demand-z-security-5521,"02, Jun 2014",politics
793,http://www.fakingnews.com/politics/akhilesh-yadav-claims-people-of-uttar-pradesh-are-enjoying-power-cuts-5519,"01, Jun 2014",politics
794,http://www.fakingnews.com/politics/electrons-feel-inferior-after-observing-negative-stuff-about-kejriwal-5503,"29, May 2014",politics
795,http://www.fakingnews.com/politics/removing-article-370-will-cause-earthquakes-separating-kashmir-from-india-omar-abdullah-5493,"28, May 2014",politics
796,http://www.fakingnews.com/politics/smriti-irani-fails-to-solve-a-quadratic-equation-on-first-day-in-office-subordinates-protest-5489,"28, May 2014",politics
797,http://www.fakingnews.com/politics/congress-poll-panel-blames-19-year-old-qaiser-ali-for-election-defeat-5465,"24, May 2014",politics
798,http://www.fakingnews.com/politics/congress-demands-reservation-for-minority-opposition-in-lok-sabha-5463,"24, May 2014",politics
799,http://www.fakingnews.com/politics/separatist-leader-says-not-enough-oxygen-in-kashmir-to-adjust-pandits-return-will-suffocate-locals-5461,"23, May 2014",politics
800,http://www.fakingnews.com/politics/arwind-kejriwal-sneezes-during-court-hearing-critics-termed-him-as-dramebaaz-and-bhagoda-5455,"23, May 2014",politics
801,http://www.fakingnews.com/politics/kejriwal-sweats-after-he-switches-off-ac-and-fan-aap-supporters-protest-across-delhi-5448,"22, May 2014",politics
802,http://www.fakingnews.com/politics/prashant-bhushan-to-give-home-tutions-to-judges-so-that-they-come-up-with-correct-verdict-5444,"22, May 2014",politics
803,http://www.fakingnews.com/politics/congress-to-archive-7-rcr-and-akash-tablet-after-archiving-pmoindia-twitter-handle-5436,"21, May 2014",politics
996,http://www.fakingnews.com/politics/priyanka-gandhi-planning-to-hire-manmohan-singh-to-teach-vadra-the-art-of-handling-humiliation-5161,"22, Apr 2014",politics
997,http://www.fakingnews.com/politics/congress-congratulates-robert-vadra-for-getting-clean-chit-from-priyanka-gandhi-5163,"22, Apr 2014",politics
998,http://www.fakingnews.com/politics/pakistani-players-who-praise-narendra-modi-will-be-included-in-ipl-8-giriraj-singh-5153,"21, Apr 2014",politics
999,http://www.fakingnews.com/politics/bangladeshis-excited-about-creation-of-empty-space-by-people-planning-to-leave-india-once-modi-wins-5151,"21, Apr 2014",politics
1000,http://www.fakingnews.com/politics/success-of-2-states-prompts-political-parties-to-recreate-their-own-version-of-the-movie-5143,"21, Apr 2014",politics
1001,http://www.fakingnews.com/politics/pmo-to-release-1000-speeches-by-manmohan-singh-as-a-music-album-5131,"18, Apr 2014",politics
1002,http://www.fakingnews.com/politics/addressing-a-new-rally-mulayam-singh-now-comes-out-in-defense-of-terrorists-says-mistakes-by-neighbors-happen-sometime-5127,"18, Apr 2014",politics
1003,http://www.fakingnews.com/politics/dawood-ibrahim-to-finance-more-films-after-stand-taken-by-bollywood-on-modi-5125,"17, Apr 2014",politics
1004,http://www.fakingnews.com/politics/arvind-kejriwal-blames-atma-for-his-resignation-from-chief-ministership-of-delhi-5123,"17, Apr 2014",politics
1005,http://www.fakingnews.com/politics/muslim-man-forgets-to-wear-skull-cap-secular-party-doubts-his-secularity-5121,"17, Apr 2014",politics
1006,http://www.fakingnews.com/politics/kejriwal-simultaneously-sits-on-20-protest-venues-using-3d-holographic-tech-man-attempts-to-slap-his-3d-projection-5113,"16, Apr 2014",politics
1007,http://www.fakingnews.com/politics/after-her-tv-roadblock-few-more-places-where-sonia-gandhi-might-pop-up-5107,"15, Apr 2014",politics
1008,http://www.fakingnews.com/politics/rahul-advises-kejriwal-to-declare-somnath-bharti-a-complete-nonsense-4517,"23, Jan 2014",politics
1009,http://www.fakingnews.com/politics/aap-hires-lookalikes-of-arvind-kejriwal-to-protest-all-over-india-4511,"21, Jan 2014",politics
1010,http://www.fakingnews.com/politics/aap-questions-youtubes-honesty-over-kumar-vishwas-controversial-videos-4508,"21, Jan 2014",politics
1011,http://www.fakingnews.com/politics/aap-starts-protests-to-bring-central-government-under-delhi-government-4506,"20, Jan 2014",politics
1012,http://www.fakingnews.com/politics/kejriwal-government-to-build-a-separate-dharna-bhavan-for-organizing-protests-4504,"20, Jan 2014",politics
1013,http://www.fakingnews.com/politics/motivated-by-rahuls-speech-youth-congress-leader-starts-preparing-for-cat-2014-4494,"18, Jan 2014",politics
1014,http://www.fakingnews.com/politics/congress-leader-expelled-from-party-after-x-ray-shows-no-rahul-gandhi-in-heart-4490,"17, Jan 2014",politics
1015,http://www.fakingnews.com/politics/after-official-list-of-spokespersons-aap-to-issue-official-list-of-honest-members-4486,"16, Jan 2014",politics
1016,http://www.fakingnews.com/politics/after-paswans-party-burns-effigies-of-salman-for-meeting-modi-salman-to-invite-paswan-for-iftar-party-to-make-amends-4484,"16, Jan 2014",politics
1017,http://www.fakingnews.com/politics/kejriwal-asks-judge-to-submit-proof-against-somnath-bharti-will-be-tried-by-internal-lokpal-4480,"15, Jan 2014",politics
1018,http://www.fakingnews.com/politics/upa-ii-did-a-lot-of-good-things-for-indians-without-their-knowledge-sushil-kumar-shinde-4472,"13, Jan 2014",politics
1019,http://www.fakingnews.com/politics/tired-of-working-hard-to-see-his-boss-benefit-man-joins-movement-to-see-leaders-benefit-4458,"10, Jan 2014",politics
1092,http://www.fakingnews.com/politics/smoke-from-chimney-to-signal-next-government-formation-in-delhi-2953,"14, Mar 2013",politics
1093,http://www.fakingnews.com/politics/after-sheila-dixits-statement-delhi-police-to-appoint-1000-cops-to-guard-her-daughter-2931,"09, Mar 2013",politics
1094,http://www.fakingnews.com/politics/narendra-modi-cancels-dinner-with-himself-to-improve-his-image-2917,"04, Mar 2013",politics
1095,http://www.fakingnews.com/politics/union-budget-delayed-rahul-gandhi-made-paper-boat-of-the-only-copy-2908,"27, Feb 2013",politics
1096,http://www.fakingnews.com/politics/railways-to-offer-six-special-free-wi-fi-networks-2902,"26, Feb 2013",politics
1097,http://www.fakingnews.com/politics/appraisal-discussion-between-manager-and-employee-turns-into-congress-vs-bjp-fight-2892,"23, Feb 2013",politics
1098,http://www.fakingnews.com/politics/sushil-kumar-shinde-exclusive-interview-2888,"22, Feb 2013",politics
1099,http://www.fakingnews.com/politics/gujaratis-now-live-for-at-least-125-years-declares-narendra-modi-2884,"20, Feb 2013",politics
1100,http://www.fakingnews.com/politics/justice-katju-interviewed-by-an-idiot-2880,"20, Feb 2013",politics
1101,http://www.fakingnews.com/politics/lok-sabha-adjournment-plan-for-budget-session-finalized-2859,"13, Feb 2013",politics
1102,http://www.fakingnews.com/politics/narendra-modi-to-organize-vibrant-bjp-summit-2847,"09, Feb 2013",politics
1103,http://www.fakingnews.com/politics/after-tulika-in-gujarat-it-is-mallika-in-haryana-for-congress-2845,"08, Feb 2013",politics
1104,http://www.fakingnews.com/politics/animals-in-bihar-demand-fodder-security-bill-in-case-lalu-returns-to-power-3150,"14, Jun 2013",politics
1105,http://www.fakingnews.com/politics/restaurant-called-third-front-launched-for-people-who-just-cant-decide-what-to-order-3148,"12, Jun 2013",politics
1106,http://www.fakingnews.com/politics/bjp-to-hold-chintan-shivir-to-find-new-ways-of-losing-another-election-3075,"15, May 2013",politics
1107,http://www.fakingnews.com/politics/upa-launches-ad-campaign-to-increase-awareness-about-the-identity-of-indian-pm-3073,"15, May 2013",politics
1108,http://www.fakingnews.com/politics/when-rahul-gandhi-was-given-a-1000-rupee-note-by-a-chaiwallah-3069,"13, May 2013",politics
1109,http://www.fakingnews.com/politics/congress-adopts-property-dealer-who-gave-free-land-to-robert-vadra-3067,"13, May 2013",politics
1110,http://www.fakingnews.com/politics/another-bansal-nephew-arrested-trying-to-sell-railway-minister-post-3057,"09, May 2013",politics
1111,http://www.fakingnews.com/politics/chinese-soldiers-in-ladakh-demand-manmohan-singhs-resignation-3053,"03, May 2013",politics
1112,http://www.fakingnews.com/politics/son-of-congress-leader-takes-his-fathers-clean-chit-to-exam-fails-3041,"19, Apr 2013",politics
1113,http://www.fakingnews.com/politics/cbi-asked-to-study-history-of-nitish-kumar-3035,"15, Apr 2013",politics
1114,http://www.fakingnews.com/politics/high-alert-in-karnataka-as-thousands-roam-with-false-promises-2987,"23, Mar 2013",politics
1115,http://www.fakingnews.com/politics/parliamentary-resolution-against-sri-lanka-will-be-a-photo-of-karunanidhi-2975,"20, Mar 2013",politics
1116,http://www.fakingnews.com/politics/rahul-gandhi-trying-to-understand-jokes-around-rahul-dravids-retirement-2241,"09, Mar 2012",politics
1117,http://www.fakingnews.com/politics/bhang-session-at-iim-lucknow-called-to-analyze-digvijay-singhs-election-strategy-2239,"07, Mar 2012",politics
1118,http://www.fakingnews.com/politics/files-do-get-burnt-or-go-missing-during-investigations-says-kripashankar-singh-2237,"03, Mar 2012",politics
1119,http://www.fakingnews.com/politics/fresh-petition-against-chidambaram-accusing-him-of-intelligence-failure-in-2g-scam-2205,"05, Feb 2012",politics
1120,http://www.fakingnews.com/politics/kapil-sibal-blames-britishers-for-loot-congress-just-followed-the-policy-2203,"03, Feb 2012",politics
1121,http://www.fakingnews.com/politics/mayawatis-missing-shoes-were-thrown-at-rahul-gandhi-2195,"23, Jan 2012",politics
1122,http://www.fakingnews.com/politics/rahul-gandhi-to-judge-masterchef-uttar-pradesh-by-eating-food-at-contestants-homes-2183,"10, Jan 2012",politics
1123,http://www.fakingnews.com/politics/election-commission-bans-cool-smiley-as-it-wears-karunanidhi-sunglasses-2181,"09, Jan 2012",politics
1124,http://www.fakingnews.com/politics/homeless-people-to-have-mayawati-shaped-haircut-to-get-cover-2179,"07, Jan 2012",politics
1125,http://www.fakingnews.com/politics/bjp-goes-for-massive-rebranding-to-call-itself-party-ok-2177,"07, Jan 2012",politics
1126,http://www.fakingnews.com/politics/dalit-family-asks-rahul-gandhi-to-finish-dinner-and-leave-house-at-midnight-2160,"30, Dec 2011",politics
1127,http://www.fakingnews.com/politics/only-copy-of-lokpal-bill-prepared-by-the-government-goes-missing-2150,"21, Dec 2011",politics
1164,http://www.fakingnews.com/politics/delhi-metro-announces-special-line-to-10-janpath-for-vips-1992,"29, Sep 2011",politics
1165,http://www.fakingnews.com/politics/chidambaram-misplaces-clean-chit-sonia-gandhi-gave-him-1986,"27, Sep 2011",politics
1166,http://www.fakingnews.com/politics/chidambaram-told-to-launch-a-regional-party-so-that-2g-scam-can-be-fully-blamed-on-allies-1973,"22, Sep 2011",politics
1167,http://www.fakingnews.com/politics/controversy-over-narendra-modi-refusal-to-wear-birthday-cap-1969,"20, Sep 2011",politics
1168,http://www.fakingnews.com/politics/congress-claims-victory-over-narendra-modi-fast-using-duckworth-lewis-method-1961,"17, Sep 2011",politics
1169,http://www.fakingnews.com/politics/ship-carrying-sharad-pawar-undisclosed-assets-gets-stuck-at-juhu-beach-1953,"14, Sep 2011",politics
1170,http://www.fakingnews.com/politics/meira-kumar-opposes-ipads-demands-silencers-for-mps-1922,"03, Sep 2011",politics
1171,http://www.fakingnews.com/politics/google-maps-to-use-mayawati-statues-for-directions-in-lucknow-1918,"01, Sep 2011",politics
1172,http://www.fakingnews.com/politics/manmohan-singh-confuses-sonia-gandhi-remote-control-with-magic-wand-1902,"25, Aug 2011",politics
1173,http://www.fakingnews.com/politics/rahul-gandhi-proposes-two-lokpals-for-two-indias-as-a-compromise-formula-1896,"23, Aug 2011",politics
1174,http://www.fakingnews.com/politics/manish-tewari-to-walk-with-light-bulb-to-oppose-anna-call-to-switch-off-lights-1882,"15, Aug 2011",politics
1175,http://www.fakingnews.com/politics/kapil-sibal-appointed-head-of-cag-congress-against-graft-1859,"08, Aug 2011",politics
1176,http://www.fakingnews.com/politics/pmo-role-in-2g-scam-should-be-forgiven-in-the-spirit-of-the-game-sibal-1842,"01, Aug 2011",politics
1177,http://www.fakingnews.com/politics/bjp-asks-kapil-sibal-to-become-the-new-cm-of-karnataka-1830,"28, Jul 2011",politics
1178,http://www.fakingnews.com/politics/congress-to-raise-funds-for-party-by-organizing-circus-shows-1826,"26, Jul 2011",politics
1179,http://www.fakingnews.com/politics/court-orders-to-tattoo-kalmadi-body-with-cwg-scam-facts-1820,"24, Jul 2011",politics
