,link,date,topic
396,http://www.fakingnews.com/entertainment/afraid-people-angry-race-3-salmans-bodyguard-shera-hires-bodyguard-26895,"29, Jun 2018",bollywood
397,http://www.fakingnews.com/entertainment/exclusive-video-sanjus-rocking-review-atta-boys-26888,"29, Jun 2018",bollywood
398,http://www.fakingnews.com/entertainment/raj-thackeray-faints-watching-karan-johars-version-zingaat-vows-oppose-dhadaks-release-maharashtra-26870,"28, Jun 2018",bollywood
399,http://www.fakingnews.com/entertainment/worried-sajid-khan-planning-re-release-humshakals-race-3-threatens-break-low-imdb-rating-26859,"27, Jun 2018",bollywood
400,http://www.fakingnews.com/entertainment/akshay-kumars-facebook-wall-launch-gold-trailer-26832,"25, Jun 2018",bollywood
401,http://www.fakingnews.com/entertainment/not-just-defending-warning-atta-boys-movie-reviewers-criticized-salmans-race-3-check-video-find-26817,"22, Jun 2018",bollywood
402,http://www.fakingnews.com/entertainment/deepika-recognizes-ranveer-shows-aadhar-card-praises-aadhar-policy-govt-26812,"22, Jun 2018",bollywood
403,http://www.fakingnews.com/entertainment/virat-makes-video-showing-anushka-rejecting-rohit-shetty-movie-says-takes-guts-fight-people-giving-garbage-26766,"20, Jun 2018",bollywood
404,http://www.fakingnews.com/entertainment/mehbooba-mufti-sent-race-3-tickets-modi-main-reason-behind-bjp-pdp-split-26762,"19, Jun 2018",bollywood
405,http://www.fakingnews.com/entertainment/audience-running-away-theatre-showing-race-3-causes-stampede-26744,"17, Jun 2018",bollywood
406,http://www.fakingnews.com/entertainment/facebook-wall-salman-khan-race-3-26741,"15, Jun 2018",bollywood
407,http://www.fakingnews.com/entertainment/delhis-air-quality-getting-extremely-hazardous-experts-say-deadlier-race-3-26727,"15, Jun 2018",bollywood
420,http://www.fakingnews.com/entertainment/man-fraudulently-lands-role-karan-johar-movie-claiming-kapoor-later-found-yadav-uttar-pradesh-26674,"14, Jun 2018",bollywood
421,http://www.fakingnews.com/entertainment/sairat-characters-say-killed-end-didnt-want-see-dhadak-26703,"13, Jun 2018",bollywood
422,http://www.fakingnews.com/entertainment/30-soorma-box-office-collections-submitted-us-sandeep-singh-dsp-haryana-haryana-sports-department-26694,"13, Jun 2018",bollywood
423,http://www.fakingnews.com/entertainment/karan-johar-remake-infinity-war-hindi-kabhi-khushi-kabhie-gham-2-26676,"12, Jun 2018",bollywood
424,http://www.fakingnews.com/entertainment/two-actors-fought-year-get-invited-baba-siddiques-iftar-party-patch-sue-baba-wasting-time-26670,"11, Jun 2018",bollywood
425,http://www.fakingnews.com/entertainment/imtiaz-ali-left-no-staff-everyone-quits-inspired-movies-go-search-passion-26640,"07, Jun 2018",bollywood
426,http://www.fakingnews.com/entertainment/show-will-go-till-find-manish-malhotra-sophie-chaudhary-real-life-cid-producers-26611,"06, Jun 2018",bollywood
427,http://www.fakingnews.com/entertainment/part-preparation-narendra-modi-biopic-paresh-rawal-will-daily-take-flight-foreign-location-one-year-26604,"06, Jun 2018",bollywood
428,http://www.fakingnews.com/entertainment/dancing-uncle-clarifies-no-relation-taimur-beinbg-asked-media-covering-extensively-26583,"04, Jun 2018",bollywood
429,http://www.fakingnews.com/entertainment/sanjay-dutts-image-makeover-raju-hirani-image-makeover-rahul-gandhi-26572,"02, Jun 2018",bollywood
430,http://www.fakingnews.com/entertainment/karan-johar-accidentally-watches-trailer-movie-released-10-years-ago-calls-awaited-movie-decade-26553,"31, May 2018",bollywood
